time,f_inst_Hz
13.9500,1.023125
13.9600,1.023500
13.9700,1.023875
13.9800,1.024250
13.9900,1.024625
14.0000,1.025000
14.0100,1.025375
14.0200,1.025750
14.0300,1.026125
14.0400,1.026500
14.0500,1.026875
14.0600,1.027250
14.0700,1.027625
14.0800,1.028000
14.0900,1.028375
14.1000,1.028750
14.1100,1.029125
14.1200,1.029500
14.1300,1.029875
14.1400,1.030250
14.1500,1.030625
14.1600,1.031000
14.1700,1.031375
14.1800,1.031750
14.1900,1.032125
14.2000,1.032500
14.2100,1.032875
14.2200,1.033250
14.2300,1.033625
14.2400,1.034000
14.2500,1.034375
14.2600,1.034750
14.2700,1.035125
14.2800,1.035500
14.2900,1.035875
14.3000,1.036250
14.3100,1.036625
14.3200,1.037000
14.3300,1.037375
14.3400,1.037750
14.3500,1.038125
14.3600,1.038500
14.3700,1.038875
14.3800,1.039250
14.3900,1.039625
14.4000,1.040000
14.4100,1.040375
14.4200,1.040750
14.4300,1.041125
14.4400,1.041500
14.4500,1.041875
14.4600,1.042250
14.4700,1.042625
14.4800,1.043000
14.4900,1.043375
14.5000,1.043750
14.5100,1.044125
14.5200,1.044500
14.5300,1.044875
14.5400,1.045250
14.5500,1.045625
14.5600,1.046000
14.5700,1.046375
14.5800,1.046750
14.5900,1.047125
14.6000,1.047500
14.6100,1.047875
14.6200,1.048250
14.6300,1.048625
14.6400,1.049000
14.6500,1.049375
14.6600,1.049750
14.6700,1.050125
14.6800,1.050500
14.6900,1.050875
14.7000,1.051250
14.7100,1.051625
14.7200,1.052000
14.7300,1.052375
14.7400,1.052750
14.7500,1.053125
14.7600,1.053500
14.7700,1.053875
14.7800,1.054250
14.7900,1.054625
14.8000,1.055000
14.8100,1.055375
14.8200,1.055750
14.8300,1.056125
14.8400,1.056500
14.8500,1.056875
14.8600,1.057250
14.8700,1.057625
14.8800,1.058000
14.8900,1.058375
14.9000,1.058750
14.9100,1.059125
14.9200,1.059500
14.9300,1.059875
14.9400,1.060250
14.9500,1.060625
14.9600,1.061000
14.9700,1.061375
14.9800,1.061750
14.9900,1.062125
15.0000,1.062500
15.0100,1.062875
15.0200,1.063250
15.0300,1.063625
15.0400,1.064000
15.0500,1.064375
15.0600,1.064750
15.0700,1.065125
15.0800,1.065500
15.0900,1.065875
15.1000,1.066250
15.1100,1.066625
15.1200,1.067000
15.1300,1.067375
15.1400,1.067750
15.1500,1.068125
15.1600,1.068500
15.1700,1.068875
15.1800,1.069250
15.1900,1.069625
15.2000,1.070000
15.2100,1.070375
15.2200,1.070750
15.2300,1.071125
15.2400,1.071500
15.2500,1.071875
15.2600,1.072250
15.2700,1.072625
15.2800,1.073000
15.2900,1.073375
15.3000,1.073750
15.3100,1.074125
15.3200,1.074500
15.3300,1.074875
15.3400,1.075250
15.3500,1.075625
15.3600,1.076000
15.3700,1.076375
15.3800,1.076750
15.3900,1.077125
15.4000,1.077500
15.4100,1.077875
15.4200,1.078250
15.4300,1.078625
15.4400,1.079000
15.4500,1.079375
15.4600,1.079750
15.4700,1.080125
15.4800,1.080500
15.4900,1.080875
15.5000,1.081250
15.5100,1.081625
15.5200,1.082000
15.5300,1.082375
15.5400,1.082750
15.5500,1.083125
15.5600,1.083500
15.5700,1.083875
15.5800,1.084250
15.5900,1.084625
15.6000,1.085000
15.6100,1.085375
15.6200,1.085750
15.6300,1.086125
15.6400,1.086500
15.6500,1.086875
15.6600,1.087250
15.6700,1.087625
15.6800,1.088000
15.6900,1.088375
15.7000,1.088750
15.7100,1.089125
15.7200,1.089500
15.7300,1.089875
15.7400,1.090250
15.7500,1.090625
15.7600,1.091000
15.7700,1.091375
15.7800,1.091750
15.7900,1.092125
15.8000,1.092500
15.8100,1.092875
15.8200,1.093250
15.8300,1.093625
15.8400,1.094000
15.8500,1.094375
15.8600,1.094750
15.8700,1.095125
15.8800,1.095500
15.8900,1.095875
15.9000,1.096250
15.9100,1.096625
15.9200,1.097000
15.9300,1.097375
15.9400,1.097750
15.9500,1.098125
15.9600,1.098500
15.9700,1.098875
15.9800,1.099250
15.9900,1.099625
16.0000,1.100000
16.0100,1.100375
16.0200,1.100750
16.0300,1.101125
16.0400,1.101500
16.0500,1.101875
16.0600,1.102250
16.0700,1.102625
16.0800,1.103000
16.0900,1.103375
16.1000,1.103750
16.1100,1.104125
16.1200,1.104500
16.1300,1.104875
16.1400,1.105250
16.1500,1.105625
16.1600,1.106000
16.1700,1.106375
16.1800,1.106750
16.1900,1.107125
16.2000,1.107500
16.2100,1.107875
16.2200,1.108250
16.2300,1.108625
16.2400,1.109000
16.2500,1.109375
16.2600,1.109750
16.2700,1.110125
16.2800,1.110500
16.2900,1.110875
16.3000,1.111250
16.3100,1.111625
16.3200,1.112000
16.3300,1.112375
16.3400,1.112750
16.3500,1.113125
16.3600,1.113500
16.3700,1.113875
16.3800,1.114250
16.3900,1.114625
16.4000,1.115000
16.4100,1.115375
16.4200,1.115750
16.4300,1.116125
16.4400,1.116500
16.4500,1.116875
16.4600,1.117250
16.4700,1.117625
16.4800,1.118000
16.4900,1.118375
16.5000,1.118750
16.5100,1.119125
16.5200,1.119500
16.5300,1.119875
16.5400,1.120250
16.5500,1.120625
16.5600,1.121000
16.5700,1.121375
16.5800,1.121750
16.5900,1.122125
16.6000,1.122500
16.6100,1.122875
16.6200,1.123250
16.6300,1.123625
16.6400,1.124000
16.6500,1.124375
16.6600,1.124750
16.6700,1.125125
16.6800,1.125500
16.6900,1.125875
16.7000,1.126250
16.7100,1.126625
16.7200,1.127000
16.7300,1.127375
16.7400,1.127750
16.7500,1.128125
16.7600,1.128500
16.7700,1.128875
16.7800,1.129250
16.7900,1.129625
16.8000,1.130000
16.8100,1.130375
16.8200,1.130750
16.8300,1.131125
16.8400,1.131500
16.8500,1.131875
16.8600,1.132250
16.8700,1.132625
16.8800,1.133000
16.8900,1.133375
16.9000,1.133750
16.9100,1.134125
16.9200,1.134500
16.9300,1.134875
16.9400,1.135250
16.9500,1.135625
16.9600,1.136000
16.9700,1.136375
16.9800,1.136750
16.9900,1.137125
17.0000,1.137500
17.0100,1.137875
17.0200,1.138250
17.0300,1.138625
17.0400,1.139000
17.0500,1.139375
17.0600,1.139750
17.0700,1.140125
17.0800,1.140500
17.0900,1.140875
17.1000,1.141250
17.1100,1.141625
17.1200,1.142000
17.1300,1.142375
17.1400,1.142750
17.1500,1.143125
17.1600,1.143500
17.1700,1.143875
17.1800,1.144250
17.1900,1.144625
17.2000,1.145000
17.2100,1.145375
17.2200,1.145750
17.2300,1.146125
17.2400,1.146500
17.2500,1.146875
17.2600,1.147250
17.2700,1.147625
17.2800,1.148000
17.2900,1.148375
17.3000,1.148750
17.3100,1.149125
17.3200,1.149500
17.3300,1.149875
17.3400,1.150250
17.3500,1.150625
17.3600,1.151000
17.3700,1.151375
17.3800,1.151750
17.3900,1.152125
17.4000,1.152500
17.4100,1.152875
17.4200,1.153250
17.4300,1.153625
17.4400,1.154000
17.4500,1.154375
17.4600,1.154750
17.4700,1.155125
17.4800,1.155500
17.4900,1.155875
17.5000,1.156250
17.5100,1.156625
17.5200,1.157000
17.5300,1.157375
17.5400,1.157750
17.5500,1.158125
17.5600,1.158500
17.5700,1.158875
17.5800,1.159250
17.5900,1.159625
17.6000,1.160000
17.6100,1.160375
17.6200,1.160750
17.6300,1.161125
17.6400,1.161500
17.6500,1.161875
17.6600,1.162250
17.6700,1.162625
17.6800,1.163000
17.6900,1.163375
17.7000,1.163750
17.7100,1.164125
17.7200,1.164500
17.7300,1.164875
17.7400,1.165250
17.7500,1.165625
17.7600,1.166000
17.7700,1.166375
17.7800,1.166750
17.7900,1.167125
17.8000,1.167500
17.8100,1.167875
17.8200,1.168250
17.8300,1.168625
17.8400,1.169000
17.8500,1.169375
17.8600,1.169750
17.8700,1.170125
17.8800,1.170500
17.8900,1.170875
17.9000,1.171250
17.9100,1.171625
17.9200,1.172000
17.9300,1.172375
17.9400,1.172750
17.9500,1.173125
17.9600,1.173500
17.9700,1.173875
17.9800,1.174250
17.9900,1.174625
18.0000,1.175000
18.0100,1.175375
18.0200,1.175750
18.0300,1.176125
18.0400,1.176500
18.0500,1.176875
18.0600,1.177250
18.0700,1.177625
18.0800,1.178000
18.0900,1.178375
18.1000,1.178750
18.1100,1.179125
18.1200,1.179500
18.1300,1.179875
18.1400,1.180250
18.1500,1.180625
18.1600,1.181000
18.1700,1.181375
18.1800,1.181750
18.1900,1.182125
18.2000,1.182500
18.2100,1.182875
18.2200,1.183250
18.2300,1.183625
18.2400,1.184000
18.2500,1.184375
18.2600,1.184750
18.2700,1.185125
18.2800,1.185500
18.2900,1.185875
18.3000,1.186250
18.3100,1.186625
18.3200,1.187000
18.3300,1.187375
18.3400,1.187750
18.3500,1.188125
18.3600,1.188500
18.3700,1.188875
18.3800,1.189250
18.3900,1.189625
18.4000,1.190000
18.4100,1.190375
18.4200,1.190750
18.4300,1.191125
18.4400,1.191500
18.4500,1.191875
18.4600,1.192250
18.4700,1.192625
18.4800,1.193000
18.4900,1.193375
18.5000,1.193750
18.5100,1.194125
18.5200,1.194500
18.5300,1.194875
18.5400,1.195250
18.5500,1.195625
18.5600,1.196000
18.5700,1.196375
18.5800,1.196750
18.5900,1.197125
18.6000,1.197500
18.6100,1.197875
18.6200,1.198250
18.6300,1.198625
18.6400,1.199000
18.6500,1.199375
18.6600,1.199750
18.6700,1.200125
18.6800,1.200500
18.6900,1.200875
18.7000,1.201250
18.7100,1.201625
18.7200,1.202000
18.7300,1.202375
18.7400,1.202750
18.7500,1.203125
18.7600,1.203500
18.7700,1.203875
18.7800,1.204250
18.7900,1.204625
18.8000,1.205000
18.8100,1.205375
18.8200,1.205750
18.8300,1.206125
18.8400,1.206500
18.8500,1.206875
18.8600,1.207250
18.8700,1.207625
18.8800,1.208000
18.8900,1.208375
18.9000,1.208750
18.9100,1.209125
18.9200,1.209500
18.9300,1.209875
18.9400,1.210250
18.9500,1.210625
18.9600,1.211000
18.9700,1.211375
18.9800,1.211750
18.9900,1.212125
19.0000,1.212500
19.0100,1.212875
19.0200,1.213250
19.0300,1.213625
19.0400,1.214000
19.0500,1.214375
19.0600,1.214750
19.0700,1.215125
19.0800,1.215500
19.0900,1.215875
19.1000,1.216250
19.1100,1.216625
19.1200,1.217000
19.1300,1.217375
19.1400,1.217750
19.1500,1.218125
19.1600,1.218500
19.1700,1.218875
19.1800,1.219250
19.1900,1.219625
19.2000,1.220000
19.2100,1.220375
19.2200,1.220750
19.2300,1.221125
19.2400,1.221500
19.2500,1.221875
19.2600,1.222250
19.2700,1.222625
19.2800,1.223000
19.2900,1.223375
19.3000,1.223750
19.3100,1.224125
19.3200,1.224500
19.3300,1.224875
19.3400,1.225250
19.3500,1.225625
19.3600,1.226000
19.3700,1.226375
19.3800,1.226750
19.3900,1.227125
19.4000,1.227500
19.4100,1.227875
19.4200,1.228250
19.4300,1.228625
19.4400,1.229000
19.4500,1.229375
19.4600,1.229750
19.4700,1.230125
19.4800,1.230500
19.4900,1.230875
19.5000,1.231250
19.5100,1.231625
19.5200,1.232000
19.5300,1.232375
19.5400,1.232750
19.5500,1.233125
19.5600,1.233500
19.5700,1.233875
19.5800,1.234250
19.5900,1.234625
19.6000,1.235000
19.6100,1.235375
19.6200,1.235750
19.6300,1.236125
19.6400,1.236500
19.6500,1.236875
19.6600,1.237250
19.6700,1.237625
19.6800,1.238000
19.6900,1.238375
19.7000,1.238750
19.7100,1.239125
19.7200,1.239500
19.7300,1.239875
19.7400,1.240250
19.7500,1.240625
19.7600,1.241000
19.7700,1.241375
19.7800,1.241750
19.7900,1.242125
19.8000,1.242500
19.8100,1.242875
19.8200,1.243250
19.8300,1.243625
19.8400,1.244000
19.8500,1.244375
19.8600,1.244750
19.8700,1.245125
19.8800,1.245500
19.8900,1.245875
19.9000,1.246250
19.9100,1.246625
19.9200,1.247000
19.9300,1.247375
19.9400,1.247750
19.9500,1.248125
19.9600,1.248500
19.9700,1.248875
19.9800,1.249250
19.9900,1.249625
20.0000,1.250000
20.0100,1.250375
20.0200,1.250750
20.0300,1.251125
20.0400,1.251500
20.0500,1.251875
20.0600,1.252250
20.0700,1.252625
20.0800,1.253000
20.0900,1.253375
20.1000,1.253750
20.1100,1.254125
20.1200,1.254500
20.1300,1.254875
20.1400,1.255250
20.1500,1.255625
20.1600,1.256000
20.1700,1.256375
20.1800,1.256750
20.1900,1.257125
20.2000,1.257500
20.2100,1.257875
20.2200,1.258250
20.2300,1.258625
20.2400,1.259000
20.2500,1.259375
20.2600,1.259750
20.2700,1.260125
20.2800,1.260500
20.2900,1.260875
20.3000,1.261250
20.3100,1.261625
20.3200,1.262000
20.3300,1.262375
20.3400,1.262750
20.3500,1.263125
20.3600,1.263500
20.3700,1.263875
20.3800,1.264250
20.3900,1.264625
20.4000,1.265000
20.4100,1.265375
20.4200,1.265750
20.4300,1.266125
20.4400,1.266500
20.4500,1.266875
20.4600,1.267250
20.4700,1.267625
20.4800,1.268000
20.4900,1.268375
20.5000,1.268750
20.5100,1.269125
20.5200,1.269500
20.5300,1.269875
20.5400,1.270250
20.5500,1.270625
20.5600,1.271000
20.5700,1.271375
20.5800,1.271750
20.5900,1.272125
20.6000,1.272500
20.6100,1.272875
20.6200,1.273250
20.6300,1.273625
20.6400,1.274000
20.6500,1.274375
20.6600,1.274750
20.6700,1.275125
20.6800,1.275500
20.6900,1.275875
20.7000,1.276250
20.7100,1.276625
20.7200,1.277000
20.7300,1.277375
20.7400,1.277750
20.7500,1.278125
20.7600,1.278500
20.7700,1.278875
20.7800,1.279250
20.7900,1.279625
20.8000,1.280000
20.8100,1.280375
20.8200,1.280750
20.8300,1.281125
20.8400,1.281500
20.8500,1.281875
20.8600,1.282250
20.8700,1.282625
20.8800,1.283000
20.8900,1.283375
20.9000,1.283750
20.9100,1.284125
20.9200,1.284500
20.9300,1.284875
20.9400,1.285250
20.9500,1.285625
20.9600,1.286000
20.9700,1.286375
20.9800,1.286750
20.9900,1.287125
21.0000,1.287500
21.0100,1.287875
21.0200,1.288250
21.0300,1.288625
21.0400,1.289000
21.0500,1.289375
21.0600,1.289750
21.0700,1.290125
21.0800,1.290500
21.0900,1.290875
21.1000,1.291250
21.1100,1.291625
21.1200,1.292000
21.1300,1.292375
21.1400,1.292750
21.1500,1.293125
21.1600,1.293500
21.1700,1.293875
21.1800,1.294250
21.1900,1.294625
21.2000,1.295000
21.2100,1.295375
21.2200,1.295750
21.2300,1.296125
21.2400,1.296500
21.2500,1.296875
21.2600,1.297250
21.2700,1.297625
21.2800,1.298000
21.2900,1.298375
21.3000,1.298750
21.3100,1.299125
21.3200,1.299500
21.3300,1.299875
21.3400,1.300250
21.3500,1.300625
21.3600,1.301000
21.3700,1.301375
21.3800,1.301750
21.3900,1.302125
21.4000,1.302500
21.4100,1.302875
21.4200,1.303250
21.4300,1.303625
21.4400,1.304000
21.4500,1.304375
21.4600,1.304750
21.4700,1.305125
21.4800,1.305500
21.4900,1.305875
21.5000,1.306250
21.5100,1.306625
21.5200,1.307000
21.5300,1.307375
21.5400,1.307750
21.5500,1.308125
21.5600,1.308500
21.5700,1.308875
21.5800,1.309250
21.5900,1.309625
21.6000,1.310000
21.6100,1.310375
21.6200,1.310750
21.6300,1.311125
21.6400,1.311500
21.6500,1.311875
21.6600,1.312250
21.6700,1.312625
21.6800,1.313000
21.6900,1.313375
21.7000,1.313750
21.7100,1.314125
21.7200,1.314500
21.7300,1.314875
21.7400,1.315250
21.7500,1.315625
21.7600,1.316000
21.7700,1.316375
21.7800,1.316750
21.7900,1.317125
21.8000,1.317500
21.8100,1.317875
21.8200,1.318250
21.8300,1.318625
21.8400,1.319000
21.8500,1.319375
21.8600,1.319750
21.8700,1.320125
21.8800,1.320500
21.8900,1.320875
21.9000,1.321250
21.9100,1.321625
21.9200,1.322000
21.9300,1.322375
21.9400,1.322750
21.9500,1.323125
21.9600,1.323500
21.9700,1.323875
21.9800,1.324250
21.9900,1.324625
22.0000,1.325000
22.0100,1.325375
22.0200,1.325750
22.0300,1.326125
22.0400,1.326500
22.0500,1.326875
22.0600,1.327250
22.0700,1.327625
22.0800,1.328000
22.0900,1.328375
22.1000,1.328750
22.1100,1.329125
22.1200,1.329500
22.1300,1.329875
22.1400,1.330250
22.1500,1.330625
22.1600,1.331000
22.1700,1.331375
22.1800,1.331750
22.1900,1.332125
22.2000,1.332500
22.2100,1.332875
22.2200,1.333250
22.2300,1.333625
22.2400,1.334000
22.2500,1.334375
22.2600,1.334750
22.2700,1.335125
22.2800,1.335500
22.2900,1.335875
22.3000,1.336250
22.3100,1.336625
22.3200,1.337000
22.3300,1.337375
22.3400,1.337750
22.3500,1.338125
22.3600,1.338500
22.3700,1.338875
22.3800,1.339250
22.3900,1.339625
22.4000,1.340000
22.4100,1.340375
22.4200,1.340750
22.4300,1.341125
22.4400,1.341500
22.4500,1.341875
22.4600,1.342250
22.4700,1.342625
22.4800,1.343000
22.4900,1.343375
22.5000,1.343750
22.5100,1.344125
22.5200,1.344500
22.5300,1.344875
22.5400,1.345250
22.5500,1.345625
22.5600,1.346000
22.5700,1.346375
22.5800,1.346750
22.5900,1.347125
22.6000,1.347500
22.6100,1.347875
22.6200,1.348250
22.6300,1.348625
22.6400,1.349000
22.6500,1.349375
22.6600,1.349750
22.6700,1.350125
22.6800,1.350500
22.6900,1.350875
22.7000,1.351250
22.7100,1.351625
22.7200,1.352000
22.7300,1.352375
22.7400,1.352750
22.7500,1.353125
22.7600,1.353500
22.7700,1.353875
22.7800,1.354250
22.7900,1.354625
22.8000,1.355000
22.8100,1.355375
22.8200,1.355750
22.8300,1.356125
22.8400,1.356500
22.8500,1.356875
22.8600,1.357250
22.8700,1.357625
22.8800,1.358000
22.8900,1.358375
22.9000,1.358750
22.9100,1.359125
22.9200,1.359500
22.9300,1.359875
22.9400,1.360250
22.9500,1.360625
22.9600,1.361000
22.9700,1.361375
22.9800,1.361750
22.9900,1.362125
23.0000,1.362500
23.0100,1.362875
23.0200,1.363250
23.0300,1.363625
23.0400,1.364000
23.0500,1.364375
23.0600,1.364750
23.0700,1.365125
23.0800,1.365500
23.0900,1.365875
23.1000,1.366250
23.1100,1.366625
23.1200,1.367000
23.1300,1.367375
23.1400,1.367750
23.1500,1.368125
23.1600,1.368500
23.1700,1.368875
23.1800,1.369250
23.1900,1.369625
23.2000,1.370000
23.2100,1.370375
23.2200,1.370750
23.2300,1.371125
23.2400,1.371500
23.2500,1.371875
23.2600,1.372250
23.2700,1.372625
23.2800,1.373000
23.2900,1.373375
23.3000,1.373750
23.3100,1.374125
23.3200,1.374500
23.3300,1.374875
23.3400,1.375250
23.3500,1.375625
23.3600,1.376000
23.3700,1.376375
23.3800,1.376750
23.3900,1.377125
23.4000,1.377500
23.4100,1.377875
23.4200,1.378250
23.4300,1.378625
23.4400,1.379000
23.4500,1.379375
23.4600,1.379750
23.4700,1.380125
23.4800,1.380500
23.4900,1.380875
23.5000,1.381250
23.5100,1.381625
23.5200,1.382000
23.5300,1.382375
23.5400,1.382750
23.5500,1.383125
23.5600,1.383500
23.5700,1.383875
23.5800,1.384250
23.5900,1.384625
23.6000,1.385000
23.6100,1.385375
23.6200,1.385750
23.6300,1.386125
23.6400,1.386500
23.6500,1.386875
23.6600,1.387250
23.6700,1.387625
23.6800,1.388000
23.6900,1.388375
23.7000,1.388750
23.7100,1.389125
23.7200,1.389500
23.7300,1.389875
23.7400,1.390250
23.7500,1.390625
23.7600,1.391000
23.7700,1.391375
23.7800,1.391750
23.7900,1.392125
23.8000,1.392500
23.8100,1.392875
23.8200,1.393250
23.8300,1.393625
23.8400,1.394000
23.8500,1.394375
23.8600,1.394750
23.8700,1.395125
23.8800,1.395500
23.8900,1.395875
23.9000,1.396250
23.9100,1.396625
23.9200,1.397000
23.9300,1.397375
23.9400,1.397750
23.9500,1.398125
23.9600,1.398500
23.9700,1.398875
23.9800,1.399250
23.9900,1.399625
24.0000,1.400000
24.0100,1.400375
24.0200,1.400750
24.0300,1.401125
24.0400,1.401500
24.0500,1.401875
24.0600,1.402250
24.0700,1.402625
24.0800,1.403000
24.0900,1.403375
24.1000,1.403750
24.1100,1.404125
24.1200,1.404500
24.1300,1.404875
24.1400,1.405250
24.1500,1.405625
24.1600,1.406000
24.1700,1.406375
24.1800,1.406750
24.1900,1.407125
24.2000,1.407500
24.2100,1.407875
24.2200,1.408250
24.2300,1.408625
24.2400,1.409000
24.2500,1.409375
24.2600,1.409750
24.2700,1.410125
24.2800,1.410500
24.2900,1.410875
24.3000,1.411250
24.3100,1.411625
24.3200,1.412000
24.3300,1.412375
24.3400,1.412750
24.3500,1.413125
24.3600,1.413500
24.3700,1.413875
24.3800,1.414250
24.3900,1.414625
24.4000,1.415000
24.4100,1.415375
24.4200,1.415750
24.4300,1.416125
24.4400,1.416500
24.4500,1.416875
24.4600,1.417250
24.4700,1.417625
24.4800,1.418000
24.4900,1.418375
24.5000,1.418750
24.5100,1.419125
24.5200,1.419500
24.5300,1.419875
24.5400,1.420250
24.5500,1.420625
24.5600,1.421000
24.5700,1.421375
24.5800,1.421750
24.5900,1.422125
24.6000,1.422500
24.6100,1.422875
24.6200,1.423250
24.6300,1.423625
24.6400,1.424000
24.6500,1.424375
24.6600,1.424750
24.6700,1.425125
24.6800,1.425500
24.6900,1.425875
24.7000,1.426250
24.7100,1.426625
24.7200,1.427000
24.7300,1.427375
24.7400,1.427750
24.7500,1.428125
24.7600,1.428500
24.7700,1.428875
24.7800,1.429250
24.7900,1.429625
24.8000,1.430000
24.8100,1.430375
24.8200,1.430750
24.8300,1.431125
24.8400,1.431500
24.8500,1.431875
24.8600,1.432250
24.8700,1.432625
24.8800,1.433000
24.8900,1.433375
24.9000,1.433750
24.9100,1.434125
24.9200,1.434500
24.9300,1.434875
24.9400,1.435250
24.9500,1.435625
24.9600,1.436000
24.9700,1.436375
24.9800,1.436750
24.9900,1.437125
25.0000,1.437500
25.0100,1.437875
25.0200,1.438250
25.0300,1.438625
25.0400,1.439000
25.0500,1.439375
25.0600,1.439750
25.0700,1.440125
25.0800,1.440500
25.0900,1.440875
25.1000,1.441250
25.1100,1.441625
25.1200,1.442000
25.1300,1.442375
25.1400,1.442750
25.1500,1.443125
25.1600,1.443500
25.1700,1.443875
25.1800,1.444250
25.1900,1.444625
25.2000,1.445000
25.2100,1.445375
25.2200,1.445750
25.2300,1.446125
25.2400,1.446500
25.2500,1.446875
25.2600,1.447250
25.2700,1.447625
25.2800,1.448000
25.2900,1.448375
25.3000,1.448750
25.3100,1.449125
25.3200,1.449500
25.3300,1.449875
25.3400,1.450250
25.3500,1.450625
25.3600,1.451000
25.3700,1.451375
25.3800,1.451750
25.3900,1.452125
25.4000,1.452500
25.4100,1.452875
25.4200,1.453250
25.4300,1.453625
25.4400,1.454000
25.4500,1.454375
25.4600,1.454750
25.4700,1.455125
25.4800,1.455500
25.4900,1.455875
25.5000,1.456250
25.5100,1.456625
25.5200,1.457000
25.5300,1.457375
25.5400,1.457750
25.5500,1.458125
25.5600,1.458500
25.5700,1.458875
25.5800,1.459250
25.5900,1.459625
25.6000,1.460000
25.6100,1.460375
25.6200,1.460750
25.6300,1.461125
25.6400,1.461500
25.6500,1.461875
25.6600,1.462250
25.6700,1.462625
25.6800,1.463000
25.6900,1.463375
25.7000,1.463750
25.7100,1.464125
25.7200,1.464500
25.7300,1.464875
25.7400,1.465250
25.7500,1.465625
25.7600,1.466000
25.7700,1.466375
25.7800,1.466750
25.7900,1.467125
25.8000,1.467500
25.8100,1.467875
25.8200,1.468250
25.8300,1.468625
25.8400,1.469000
25.8500,1.469375
25.8600,1.469750
25.8700,1.470125
25.8800,1.470500
25.8900,1.470875
25.9000,1.471250
25.9100,1.471625
25.9200,1.472000
25.9300,1.472375
25.9400,1.472750
25.9500,1.473125
25.9600,1.473500
25.9700,1.473875
25.9800,1.474250
25.9900,1.474625
26.0000,1.475000
26.0100,1.475375
26.0200,1.475750
26.0300,1.476125
26.0400,1.476500
26.0500,1.476875
26.0600,1.477250
26.0700,1.477625
26.0800,1.478000
26.0900,1.478375
26.1000,1.478750
26.1100,1.479125
26.1200,1.479500
26.1300,1.479875
26.1400,1.480250
26.1500,1.480625
26.1600,1.481000
26.1700,1.481375
26.1800,1.481750
26.1900,1.482125
26.2000,1.482500
26.2100,1.482875
26.2200,1.483250
26.2300,1.483625
26.2400,1.484000
26.2500,1.484375
26.2600,1.484750
26.2700,1.485125
26.2800,1.485500
26.2900,1.485875
26.3000,1.486250
26.3100,1.486625
26.3200,1.487000
26.3300,1.487375
26.3400,1.487750
26.3500,1.488125
26.3600,1.488500
26.3700,1.488875
26.3800,1.489250
26.3900,1.489625
26.4000,1.490000
26.4100,1.490375
26.4200,1.490750
26.4300,1.491125
26.4400,1.491500
26.4500,1.491875
26.4600,1.492250
26.4700,1.492625
26.4800,1.493000
26.4900,1.493375
26.5000,1.493750
26.5100,1.494125
26.5200,1.494500
26.5300,1.494875
26.5400,1.495250
26.5500,1.495625
26.5600,1.496000
26.5700,1.496375
26.5800,1.496750
26.5900,1.497125
26.6000,1.497500
26.6100,1.497875
26.6200,1.498250
26.6300,1.498625
26.6400,1.499000
26.6500,1.499375
26.6600,1.499750
26.6700,1.500125
26.6800,1.500500
26.6900,1.500875
26.7000,1.501250
26.7100,1.501625
26.7200,1.502000
26.7300,1.502375
26.7400,1.502750
26.7500,1.503125
26.7600,1.503500
26.7700,1.503875
26.7800,1.504250
26.7900,1.504625
26.8000,1.505000
26.8100,1.505375
26.8200,1.505750
26.8300,1.506125
26.8400,1.506500
26.8500,1.506875
26.8600,1.507250
26.8700,1.507625
26.8800,1.508000
26.8900,1.508375
26.9000,1.508750
26.9100,1.509125
26.9200,1.509500
26.9300,1.509875
26.9400,1.510250
26.9500,1.510625
26.9600,1.511000
26.9700,1.511375
26.9800,1.511750
26.9900,1.512125
27.0000,1.512500
27.0100,1.512875
27.0200,1.513250
27.0300,1.513625
27.0400,1.514000
27.0500,1.514375
27.0600,1.514750
27.0700,1.515125
27.0800,1.515500
27.0900,1.515875
27.1000,1.516250
27.1100,1.516625
27.1200,1.517000
27.1300,1.517375
27.1400,1.517750
27.1500,1.518125
27.1600,1.518500
27.1700,1.518875
27.1800,1.519250
27.1900,1.519625
27.2000,1.520000
27.2100,1.520375
27.2200,1.520750
27.2300,1.521125
27.2400,1.521500
27.2500,1.521875
27.2600,1.522250
27.2700,1.522625
27.2800,1.523000
27.2900,1.523375
27.3000,1.523750
27.3100,1.524125
27.3200,1.524500
27.3300,1.524875
27.3400,1.525250
27.3500,1.525625
27.3600,1.526000
27.3700,1.526375
27.3800,1.526750
27.3900,1.527125
27.4000,1.527500
27.4100,1.527875
27.4200,1.528250
27.4300,1.528625
27.4400,1.529000
27.4500,1.529375
27.4600,1.529750
27.4700,1.530125
27.4800,1.530500
27.4900,1.530875
27.5000,1.531250
27.5100,1.531625
27.5200,1.532000
27.5300,1.532375
27.5400,1.532750
27.5500,1.533125
27.5600,1.533500
27.5700,1.533875
27.5800,1.534250
27.5900,1.534625
27.6000,1.535000
27.6100,1.535375
27.6200,1.535750
27.6300,1.536125
27.6400,1.536500
27.6500,1.536875
27.6600,1.537250
27.6700,1.537625
27.6800,1.538000
27.6900,1.538375
27.7000,1.538750
27.7100,1.539125
27.7200,1.539500
27.7300,1.539875
27.7400,1.540250
27.7500,1.540625
27.7600,1.541000
27.7700,1.541375
27.7800,1.541750
27.7900,1.542125
27.8000,1.542500
27.8100,1.542875
27.8200,1.543250
27.8300,1.543625
27.8400,1.544000
27.8500,1.544375
27.8600,1.544750
27.8700,1.545125
27.8800,1.545500
27.8900,1.545875
27.9000,1.546250
27.9100,1.546625
27.9200,1.547000
