(
  (0.0000 ((0.00000000 0 0) (0 0 0) (0 0 0)))
  (0.0010 ((0.00000000 0 0) (0 0 0) (0 0 0)))
  (0.0020 ((0.00000000 0 0) (0 0 0) (0 0 0)))
  (0.0030 ((0.00000000 0 0) (0 0 0) (0 0 0)))
  (0.0040 ((0.00000000 0 0) (0 0 0) (0 0 0)))
  (0.0050 ((0.00000000 0 0) (0 0 0) (0 0 0)))
  (0.0060 ((0.00000000 0 0) (0 0 0) (0 0 0)))
  (0.0070 ((0.00000001 0 0) (0 0 0) (0 0 0)))
  (0.0080 ((0.00000001 0 0) (0 0 0) (0 0 0)))
  (0.0090 ((0.00000001 0 0) (0 0 0) (0 0 0)))
  (0.0100 ((0.00000002 0 0) (0 0 0) (0 0 0)))
  (0.0110 ((0.00000003 0 0) (0 0 0) (0 0 0)))
  (0.0120 ((0.00000003 0 0) (0 0 0) (0 0 0)))
  (0.0130 ((0.00000004 0 0) (0 0 0) (0 0 0)))
  (0.0140 ((0.00000005 0 0) (0 0 0) (0 0 0)))
  (0.0150 ((0.00000006 0 0) (0 0 0) (0 0 0)))
  (0.0160 ((0.00000008 0 0) (0 0 0) (0 0 0)))
  (0.0170 ((0.00000009 0 0) (0 0 0) (0 0 0)))
  (0.0180 ((0.00000011 0 0) (0 0 0) (0 0 0)))
  (0.0190 ((0.00000013 0 0) (0 0 0) (0 0 0)))
  (0.0200 ((0.00000015 0 0) (0 0 0) (0 0 0)))
  (0.0210 ((0.00000018 0 0) (0 0 0) (0 0 0)))
  (0.0220 ((0.00000020 0 0) (0 0 0) (0 0 0)))
  (0.0230 ((0.00000023 0 0) (0 0 0) (0 0 0)))
  (0.0240 ((0.00000026 0 0) (0 0 0) (0 0 0)))
  (0.0250 ((0.00000030 0 0) (0 0 0) (0 0 0)))
  (0.0260 ((0.00000033 0 0) (0 0 0) (0 0 0)))
  (0.0270 ((0.00000037 0 0) (0 0 0) (0 0 0)))
  (0.0280 ((0.00000042 0 0) (0 0 0) (0 0 0)))
  (0.0290 ((0.00000046 0 0) (0 0 0) (0 0 0)))
  (0.0300 ((0.00000051 0 0) (0 0 0) (0 0 0)))
  (0.0310 ((0.00000057 0 0) (0 0 0) (0 0 0)))
  (0.0320 ((0.00000062 0 0) (0 0 0) (0 0 0)))
  (0.0330 ((0.00000068 0 0) (0 0 0) (0 0 0)))
  (0.0340 ((0.00000075 0 0) (0 0 0) (0 0 0)))
  (0.0350 ((0.00000081 0 0) (0 0 0) (0 0 0)))
  (0.0360 ((0.00000089 0 0) (0 0 0) (0 0 0)))
  (0.0370 ((0.00000096 0 0) (0 0 0) (0 0 0)))
  (0.0380 ((0.00000104 0 0) (0 0 0) (0 0 0)))
  (0.0390 ((0.00000113 0 0) (0 0 0) (0 0 0)))
  (0.0400 ((0.00000121 0 0) (0 0 0) (0 0 0)))
  (0.0410 ((0.00000131 0 0) (0 0 0) (0 0 0)))
  (0.0420 ((0.00000141 0 0) (0 0 0) (0 0 0)))
  (0.0430 ((0.00000151 0 0) (0 0 0) (0 0 0)))
  (0.0440 ((0.00000162 0 0) (0 0 0) (0 0 0)))
  (0.0450 ((0.00000173 0 0) (0 0 0) (0 0 0)))
  (0.0460 ((0.00000185 0 0) (0 0 0) (0 0 0)))
  (0.0470 ((0.00000197 0 0) (0 0 0) (0 0 0)))
