(
  (0.0000 ((0.00000000 0 0) (0 0 0) (0 0 0)))
  (0.0010 ((0.00109349 0 0) (0 0 0) (0 0 0)))
  (0.0020 ((0.00218684 0 0) (0 0 0) (0 0 0)))
  (0.0030 ((0.00327992 0 0) (0 0 0) (0 0 0)))
  (0.0040 ((0.00437259 0 0) (0 0 0) (0 0 0)))
  (0.0050 ((0.00546472 0 0) (0 0 0) (0 0 0)))
  (0.0060 ((0.00655618 0 0) (0 0 0) (0 0 0)))
  (0.0070 ((0.00764681 0 0) (0 0 0) (0 0 0)))
  (0.0080 ((0.00873650 0 0) (0 0 0) (0 0 0)))
  (0.0090 ((0.00982510 0 0) (0 0 0) (0 0 0)))
  (0.0100 ((0.01091248 0 0) (0 0 0) (0 0 0)))
  (0.0110 ((0.01199850 0 0) (0 0 0) (0 0 0)))
  (0.0120 ((0.01308303 0 0) (0 0 0) (0 0 0)))
  (0.0130 ((0.01416594 0 0) (0 0 0) (0 0 0)))
  (0.0140 ((0.01524709 0 0) (0 0 0) (0 0 0)))
  (0.0150 ((0.01632634 0 0) (0 0 0) (0 0 0)))
  (0.0160 ((0.01740357 0 0) (0 0 0) (0 0 0)))
  (0.0170 ((0.01847863 0 0) (0 0 0) (0 0 0)))
  (0.0180 ((0.01955139 0 0) (0 0 0) (0 0 0)))
  (0.0190 ((0.02062173 0 0) (0 0 0) (0 0 0)))
  (0.0200 ((0.02168950 0 0) (0 0 0) (0 0 0)))
  (0.0210 ((0.02275458 0 0) (0 0 0) (0 0 0)))
  (0.0220 ((0.02381684 0 0) (0 0 0) (0 0 0)))
  (0.0230 ((0.02487613 0 0) (0 0 0) (0 0 0)))
  (0.0240 ((0.02593233 0 0) (0 0 0) (0 0 0)))
  (0.0250 ((0.02698531 0 0) (0 0 0) (0 0 0)))
  (0.0260 ((0.02803494 0 0) (0 0 0) (0 0 0)))
  (0.0270 ((0.02908108 0 0) (0 0 0) (0 0 0)))
  (0.0280 ((0.03012361 0 0) (0 0 0) (0 0 0)))
  (0.0290 ((0.03116240 0 0) (0 0 0) (0 0 0)))
  (0.0300 ((0.03219731 0 0) (0 0 0) (0 0 0)))
  (0.0310 ((0.03322822 0 0) (0 0 0) (0 0 0)))
  (0.0320 ((0.03425501 0 0) (0 0 0) (0 0 0)))
  (0.0330 ((0.03527754 0 0) (0 0 0) (0 0 0)))
  (0.0340 ((0.03629569 0 0) (0 0 0) (0 0 0)))
  (0.0350 ((0.03730932 0 0) (0 0 0) (0 0 0)))
  (0.0360 ((0.03831832 0 0) (0 0 0) (0 0 0)))
  (0.0370 ((0.03932256 0 0) (0 0 0) (0 0 0)))
  (0.0380 ((0.04032192 0 0) (0 0 0) (0 0 0)))
  (0.0390 ((0.04131626 0 0) (0 0 0) (0 0 0)))
  (0.0400 ((0.04230547 0 0) (0 0 0) (0 0 0)))
  (0.0410 ((0.04328942 0 0) (0 0 0) (0 0 0)))
  (0.0420 ((0.04426800 0 0) (0 0 0) (0 0 0)))
  (0.0430 ((0.04524107 0 0) (0 0 0) (0 0 0)))
  (0.0440 ((0.04620852 0 0) (0 0 0) (0 0 0)))
  (0.0450 ((0.04717023 0 0) (0 0 0) (0 0 0)))
  (0.0460 ((0.04812608 0 0) (0 0 0) (0 0 0)))
  (0.0470 ((0.04907595 0 0) (0 0 0) (0 0 0)))
  (0.0480 ((0.05001973 0 0) (0 0 0) (0 0 0)))
  (0.0490 ((0.05095728 0 0) (0 0 0) (0 0 0)))
  (0.0500 ((0.05188851 0 0) (0 0 0) (0 0 0)))
  (0.0510 ((0.05281329 0 0) (0 0 0) (0 0 0)))
  (0.0520 ((0.05373151 0 0) (0 0 0) (0 0 0)))
  (0.0530 ((0.05464305 0 0) (0 0 0) (0 0 0)))
  (0.0540 ((0.05554780 0 0) (0 0 0) (0 0 0)))
  (0.0550 ((0.05644565 0 0) (0 0 0) (0 0 0)))
  (0.0560 ((0.05733648 0 0) (0 0 0) (0 0 0)))
  (0.0570 ((0.05822019 0 0) (0 0 0) (0 0 0)))
  (0.0580 ((0.05909667 0 0) (0 0 0) (0 0 0)))
  (0.0590 ((0.05996580 0 0) (0 0 0) (0 0 0)))
  (0.0600 ((0.06082749 0 0) (0 0 0) (0 0 0)))
  (0.0610 ((0.06168161 0 0) (0 0 0) (0 0 0)))
  (0.0620 ((0.06252807 0 0) (0 0 0) (0 0 0)))
  (0.0630 ((0.06336677 0 0) (0 0 0) (0 0 0)))
  (0.0640 ((0.06419759 0 0) (0 0 0) (0 0 0)))
  (0.0650 ((0.06502043 0 0) (0 0 0) (0 0 0)))
  (0.0660 ((0.06583519 0 0) (0 0 0) (0 0 0)))
  (0.0670 ((0.06664177 0 0) (0 0 0) (0 0 0)))
  (0.0680 ((0.06744008 0 0) (0 0 0) (0 0 0)))
  (0.0690 ((0.06823000 0 0) (0 0 0) (0 0 0)))
  (0.0700 ((0.06901144 0 0) (0 0 0) (0 0 0)))
  (0.0710 ((0.06978432 0 0) (0 0 0) (0 0 0)))
  (0.0720 ((0.07054852 0 0) (0 0 0) (0 0 0)))
  (0.0730 ((0.07130395 0 0) (0 0 0) (0 0 0)))
  (0.0740 ((0.07205052 0 0) (0 0 0) (0 0 0)))
  (0.0750 ((0.07278814 0 0) (0 0 0) (0 0 0)))
  (0.0760 ((0.07351672 0 0) (0 0 0) (0 0 0)))
  (0.0770 ((0.07423617 0 0) (0 0 0) (0 0 0)))
  (0.0780 ((0.07494638 0 0) (0 0 0) (0 0 0)))
  (0.0790 ((0.07564729 0 0) (0 0 0) (0 0 0)))
  (0.0800 ((0.07633880 0 0) (0 0 0) (0 0 0)))
  (0.0810 ((0.07702082 0 0) (0 0 0) (0 0 0)))
  (0.0820 ((0.07769327 0 0) (0 0 0) (0 0 0)))
  (0.0830 ((0.07835607 0 0) (0 0 0) (0 0 0)))
  (0.0840 ((0.07900914 0 0) (0 0 0) (0 0 0)))
  (0.0850 ((0.07965238 0 0) (0 0 0) (0 0 0)))
  (0.0860 ((0.08028573 0 0) (0 0 0) (0 0 0)))
  (0.0870 ((0.08090910 0 0) (0 0 0) (0 0 0)))
  (0.0880 ((0.08152242 0 0) (0 0 0) (0 0 0)))
  (0.0890 ((0.08212561 0 0) (0 0 0) (0 0 0)))
  (0.0900 ((0.08271860 0 0) (0 0 0) (0 0 0)))
  (0.0910 ((0.08330131 0 0) (0 0 0) (0 0 0)))
  (0.0920 ((0.08387367 0 0) (0 0 0) (0 0 0)))
  (0.0930 ((0.08443560 0 0) (0 0 0) (0 0 0)))
  (0.0940 ((0.08498705 0 0) (0 0 0) (0 0 0)))
  (0.0950 ((0.08552793 0 0) (0 0 0) (0 0 0)))
  (0.0960 ((0.08605819 0 0) (0 0 0) (0 0 0)))
  (0.0970 ((0.08657776 0 0) (0 0 0) (0 0 0)))
  (0.0980 ((0.08708657 0 0) (0 0 0) (0 0 0)))
  (0.0990 ((0.08758455 0 0) (0 0 0) (0 0 0)))
  (0.1000 ((0.08807166 0 0) (0 0 0) (0 0 0)))
  (0.1010 ((0.08854782 0 0) (0 0 0) (0 0 0)))
  (0.1020 ((0.08901298 0 0) (0 0 0) (0 0 0)))
  (0.1030 ((0.08946708 0 0) (0 0 0) (0 0 0)))
  (0.1040 ((0.08991006 0 0) (0 0 0) (0 0 0)))
